Commune;Prixm2;Code_postal
Douvres;1963.0;1500
Argis;970.0;1230
Dagneux;2413.0;1120
Briord;1139.0;1470
Tenay;1135.0;1230
Evosges;1667.0;1230
Seillonnaz;875.0;1470
Souclin;1377.0;1150
Arandas;785.0;1230
Chaley;1554.0;1230
Benonces;984.0;1470
Conand;1133.0;1230
Bressolles;2011.0;1360
Bressolles;2011.0;3000
Bressolles;1016.0;1360
Bressolles;1016.0;3000
Crans;1388.0;39300
Crans;1388.0;1320
Crans;935.0;39300
Crans;935.0;1320
Ambutrix;1807.0;1500
Parmilieu;1979.0;38390
Pizay;2343.0;1120
Blyes;1284.0;1150
Anthon;2258.0;38280
Jons;2523.0;69330
La boisse;2617.0;1120
Balan;2463.0;8200
Balan;2463.0;1360
Balan;1114.0;8200
Balan;1114.0;1360
Joyeux;1389.0;1800
Beligneux;2057.0;1360
Meximieux;2043.0;1800
Leyment;2101.0;1150
Torcieu;1197.0;1230
Vertrieu;1831.0;38390
Beynost;2827.0;1700
Lagnieu;1615.0;1150
Vernas;2822.0;38460
Le montellier;1023.0;1800
Birieux;2179.0;1330
Perouges;1672.0;1800
Charette;1764.0;38390
Lapeyrouse;526.0;63700
Lapeyrouse;526.0;1330
Lapeyrouse;968.0;63700
Lapeyrouse;968.0;1330
Loyettes;2112.0;1360
Montluel;2137.0;1120
Versailleux;1744.0;1330
Leyrieu;2754.0;38460
Heyrieux;2344.0;38540
Panossas;2171.0;38460
Pusignan;2667.0;69330
Moras;2732.0;38460
Villefontaine;1907.0;38090
Frontonas;1614.0;38290
Salagnon;1402.0;38890
Chamagnieu;2116.0;38460
Chozeau;1682.0;38460
Villemoirieu;2103.0;38460
Cremieu;2126.0;38460
Chavanoz;2389.0;38230
Trept;1757.0;38460
La verpilliere;2031.0;38290
Dizimieu;1625.0;38460
Soleymieu;1747.0;38460
Optevoz;1658.0;38460
Courtenay;1313.0;38510
Courtenay;1313.0;45320
Courtenay;977.0;38510
Courtenay;977.0;45320
Veyssilieu;1446.0;38460
Venerieu;1915.0;38460
Vasselin;1186.0;38890
Vignieu;1536.0;38890
Montcarra;1851.0;38890
Morestel;1819.0;38510
Sermerieu;1784.0;38510
Dolomieu;1449.0;38110
Chisa;734.0;20240
Ventiseri;1915.0;20240
Solaro;2679.0;20240
Sampolo;782.0;20134
Tasso;2174.0;20134
Becheresse;1059.0;16250
Zevaco;1818.0;20173
Coutures;927.0;33580
Coutures;927.0;82210
Coutures;927.0;24320
Coutures;660.0;33580
Coutures;660.0;82210
Coutures;660.0;24320
Le tatre;1105.0;16360
Aleria;1699.0;20270
Pietroso;1080.0;20242
Giuncaggio;638.0;20251
Antisanti;1737.0;20270
Riventosa;769.0;20250
Vezzani;1330.0;20242
Nabinaud;896.0;16390
Ghisoni;876.0;20227
Vivario;1860.0;20219
Tallone;1547.0;20270
Pancheraccia;2917.0;20270
Pancheraccia;2917.0;20251
Pietraserena;610.0;20251
Altiani;2222.0;20251
Zicavo;625.0;20132
Aghione;500.0;20270
Crespian;1347.0;30260
Chatignac;869.0;16480
Ghisonaccia;1857.0;20240
Palneca;1125.0;20134
Cramans;1638.0;39600
Medillac;588.0;16210
Villetoureix;894.0;24600
Pillac;1039.0;16390
Douzillac;1059.0;24190
Riberac;1101.0;24600
Vanxains;1226.0;24600
Montignargues;1487.0;30190
Beauronne;724.0;24400
Echourgnac;1089.0;24410
Aigremont;1637.0;30350
Aigremont;1637.0;52400
Aigremont;1637.0;89800
Aigremont;1637.0;78240
Aigremont;3459.0;30350
Aigremont;3459.0;52400
Aigremont;3459.0;89800
Aigremont;3459.0;78240
Allemans;775.0;24600
Etriac;1272.0;16250
Bellon;506.0;16210
Chadurie;743.0;16250
Montboyer;1030.0;16620
Challignac;865.0;16300
Angeduc;992.0;16300
Montmerac;808.0;16300
Barret;1152.0;16300
Juignac;881.0;16190
Savignargues;1180.0;30350
Touverac;916.0;16360
Passirac;714.0;16480
Chillac;2083.0;16480
Condeon;831.0;16360
Courgeac;824.0;16190
Bessac;1025.0;16250
Vignolles;881.0;16300
Ladiville;1121.0;16120
Boisbreteau;833.0;16480
Nonac;1120.0;16190
Bardenac;1467.0;16210
Soulangy;832.0;14700
Val des vignes;1040.0;16250
Deviat;823.0;16190
Perignac;1258.0;16250
Perignac;1258.0;17800
Perignac;1274.0;16250
Perignac;1274.0;17800
Brossac;968.0;16480
Poullignac;929.0;16190
Reignac;965.0;16360
Reignac;965.0;33860
Reignac;1086.0;16360
Reignac;1086.0;33860
Chevanceaux;955.0;17210
Ganges;1681.0;34190
Bazac;852.0;16210
La clotte;887.0;17360
Neuvicq;790.0;17270
La barde;881.0;17360
Boscamnant;1556.0;17360
Le fouilloux;898.0;17270
Les essards;1106.0;16210
Les essards;1106.0;17250
Les essards;1096.0;16210
Les essards;1096.0;17250
Verteillac;1224.0;24320
Edon;1231.0;16320
Yviers;1128.0;16210
Orival;942.0;16210
Orival;942.0;76500
Orival;1305.0;16210
Orival;1305.0;76500
Clerac;879.0;17270
Montguyon;768.0;17270
Sauvignac;580.0;16480
Ronsenac;1746.0;16320
Gurat;744.0;16320
Cherval;1106.0;24320
Fouquebrune;992.0;16410
Souvignargues;2594.0;30250
Rougnac;1135.0;16320
Palluaud;775.0;16390
Vendoire;1304.0;24320
Moulezan;1497.0;30350
Montmirat;1379.0;30260
Domessargues;1690.0;30350
Combas;1152.0;30250
Ledignan;1406.0;30350
Mauressargues;2121.0;30350
Lecques;1957.0;30250
Parignargues;1863.0;30730
Le vigan;1171.0;30120
Le vigan;1171.0;46300
Le vigan;1419.0;30120
Le vigan;1419.0;46300
Soudorgues;2357.0;30460
Roquedur;632.0;30440
Gornies;8065.0;34190
Montdardier;1334.0;30120
Brissac;1571.0;34190
Glisy;1955.0;80440
Mandagout;1220.0;30120
Colognac;935.0;30460
Sumene;1269.0;30440
Agones;1763.0;34190
Cazilhac;1660.0;11570
Cazilhac;1660.0;34190
Cazilhac;1344.0;11570
Cazilhac;1344.0;34190
Vacquieres;2195.0;34270
Sauve;1503.0;30610
Corconne;1987.0;30260
Lauret;2148.0;34270
Lauret;2148.0;40320
Carnas;1165.0;30260
Pompignan;1053.0;82170
Pompignan;1053.0;30170
Pompignan;1199.0;82170
Pompignan;1199.0;30170
Gailhan;1961.0;30260
Liouc;1490.0;30260
Sauteyrargues;2311.0;34270
Lasalle;1135.0;30460
Fressac;2072.0;30170
Sardan;1287.0;30260
Claret;1905.0;5110
Claret;1905.0;34270
Claret;682.0;5110
Claret;682.0;34270
Bragassargues;1827.0;30260
Potelieres;1206.0;30500
Vebron;906.0;48400
Les plantiers;1938.0;30122
Le pompidou;1657.0;48110
Bargemon;1927.0;83830
La motte;2374.0;83920
La motte;2374.0;22600
La motte;1066.0;83920
La motte;1066.0;22600
Tourtour;2098.0;83690
Claviers;1680.0;83830
Entrecasteaux;1735.0;83570
Ampus;1973.0;83111
Carces;2013.0;83570
Figanieres;2081.0;83830
Les arcs;2242.0;83460
Flayosc;1842.0;83780
Taradeau;2254.0;83460
Seillans;2324.0;83440
Callas;2027.0;83830
Draguignan;1936.0;83300
Le muy;2236.0;83490
Vidauban;1935.0;83550
Villecroze;1955.0;83690
Herbecourt;2166.0;80200
Le thoronet;1674.0;83340
Cabasse;1641.0;83340
Aups;1590.0;83630
Le luc;2005.0;83340
La meaugon;1169.0;22440
Salernes;1695.0;83690
Tremuson;1415.0;22440
Lorgues;1849.0;83510
Mache;1516.0;85190
Landevieille;1652.0;85220
Soullans;1468.0;85300
Coex;1524.0;85220
Commequiers;1815.0;85220
Givrand;1869.0;85800
Le fenouiller;2216.0;85800
Martinet;1204.0;85150
Bonnay;1344.0;25870
Bonnay;1344.0;71460
Bonnay;1344.0;80800
Bonnay;1542.0;25870
Bonnay;1542.0;71460
Bonnay;1542.0;80800
Bonnay;1557.0;25870
Bonnay;1557.0;71460
Bonnay;1557.0;80800
Tregomeur;1269.0;22590
Martinpuich;785.0;62450
Plerneuf;1342.0;22170
Boqueho;1121.0;22170
Ploufragan;1332.0;22440
Plouvara;909.0;22170
Bringolo;1544.0;22170
Lantic;1291.0;22410
Pordic;1656.0;22590
Plerin;1823.0;22190
Pommeret;1196.0;22120
Pledran;1342.0;22960
Cohiniac;1155.0;22800
Lanrodec;1334.0;22170
Laurenan;785.0;22230
La malhoure;1444.0;22640
Caurel;1009.0;51110
Caurel;1009.0;22530
Caurel;1852.0;51110
Caurel;1852.0;22530
Chuignolles;971.0;80340
Ploumagoar;1216.0;22970
Le merzer;1004.0;22200
Trebry;917.0;22510
Tredaniel;720.0;22510
Le bodeo;668.0;22320
Treve;722.0;22600
Canihuel;938.0;22480
Plemy;881.0;22150
Henon;1247.0;22150
Plaintel;1073.0;22940
Penguily;1442.0;22510
La harmoye;1204.0;22320
Gausson;910.0;22150
Brehand;1244.0;22510
Allineuc;861.0;22460
Lanfains;944.0;22800
Hillion;1628.0;22120
Longueau;2028.0;80330
Plesidy;929.0;22720
Landehen;974.0;22400
Tregueux;1551.0;22950
Andel;1092.0;22400
Coetmieux;1344.0;22400
Langueux;1591.0;22360
Yffiniac;1618.0;22120
Plelo;1009.0;22170
Goudelin;1092.0;22290
Bus;1229.0;62124
Tressignaux;1201.0;22290
Plourhan;1429.0;22410
Treguidel;1166.0;22290
Noyal;1812.0;22400
Quessoy;1215.0;22120
Quintin;1491.0;22800
Le leslay;1324.0;22800
Uzel;1152.0;22460
Merleac;675.0;22460
Le quillio;967.0;22460
Corlay;1008.0;22320
Plussulien;500.0;22320
Rivery;1916.0;80136
Gentelles;2013.0;80800
Franvillers;1440.0;80800
Vecquemont;1232.0;80800
Tartigny;1303.0;60120
Rocquencourt;1138.0;60120
Marcelcave;1356.0;80800
Corbie;1384.0;80800
Morlancourt;1587.0;80300
Treux;1544.0;80300
Henencourt;1410.0;80300
Forceville;1366.0;80560
Englebelmer;1391.0;80300
Curlu;1115.0;80360
Fricourt;1183.0;80300
Biaches;893.0;80200
Doingt;1412.0;80200
Maurepas;1179.0;78310
Maurepas;1179.0;80360
Maurepas;2764.0;78310
Maurepas;2764.0;80360
Cerisy;1324.0;80800
Meaulte;981.0;80300
Bouzincourt;1102.0;80300
Raincheval;1469.0;80600
Beaulencourt;1490.0;62450
Lavieville;1230.0;80300
Boves;2012.0;80440
Camon;1969.0;9500
Camon;1969.0;80450
Camon;1453.0;9500
Camon;1453.0;80450
Crapeaumesnil;559.0;60310
Hedauville;836.0;80560
Lealvillers;1224.0;80560
Bazentin;2137.0;80300
Heilly;1663.0;80800
Allonville;1739.0;80260
Daours;1121.0;80800
Millencourt;1071.0;80300
Arqueves;1240.0;80560
Chipilly;1403.0;80800
Suzanne;1162.0;8130
Suzanne;1162.0;80340
Flaucourt;1140.0;80200
Solente;588.0;60310
Longueval;647.0;80360
Combles;941.0;80360
Allaines;982.0;80200
Ognolles;962.0;60310
Barleux;601.0;80200
Eterpigny;637.0;62156
Eterpigny;637.0;80200
Eterpigny;1419.0;62156
Eterpigny;1419.0;80200
Le sars;988.0;62450
Ecuvilly;1006.0;60310
Candor;1137.0;60310
Barastre;1250.0;62124
Le transloy;987.0;62450
Toutencourt;1177.0;80560
Puchevillers;1255.0;80560
Harponville;972.0;80560
Courcelette;1582.0;80300
Frise;2206.0;80340
Thiepval;1875.0;80300
Albert;1214.0;80300
Maricourt;807.0;80360
Feuilleres;1072.0;80200
Preguillac;1458.0;17460
Pozieres;1180.0;80300
Dernancourt;1313.0;80300
Aveluy;1079.0;80300
Amy;1162.0;60310
Archingeay;854.0;17380
La vergne;1189.0;17400
Cognac;1330.0;16100
Mesnac;770.0;16370
La clisse;1073.0;17600
Nercillac;888.0;16200
Chaniers;1308.0;17610
Merpins;1510.0;16100
Cabariot;1258.0;17430
La vallee;1149.0;17250
Cherbonnieres;974.0;17470
Bagnizeau;872.0;17160
Venerand;1310.0;17100
Varzay;1442.0;17460
Lussant;1016.0;17430
Retaud;1114.0;17460
Gibourne;857.0;17160
Lonzac;1744.0;17520
Courcoury;1153.0;17100
Nantille;754.0;17770
Thenac;1428.0;24240
Thenac;1428.0;17460
Bignay;1023.0;17400
Torxe;1091.0;17380
Geay;867.0;17250
Geay;867.0;79330
La brousse;690.0;17160
Mazeray;1085.0;17400
Bercloux;1187.0;17770
Juicq;1306.0;17770
Plassay;993.0;17250
Balanzac;1217.0;17600
Bords;1300.0;17430
Voissay;1011.0;17400
Virollet;988.0;17260
Thaims;1243.0;17120
Grezac;1257.0;17120
Meursac;1183.0;17120
Belluire;741.0;17800
Tesson;1148.0;17460
Jazennes;1054.0;17260
Tanzac;976.0;17260
Avy;1630.0;17800
Cierzac;897.0;17520
La jard;772.0;17460
Gimeux;1413.0;16130
Germignac;1181.0;17520
Chadenac;847.0;17800
Gente;1149.0;16130
Gemozac;1292.0;17260
Champagnolles;812.0;17240
Montils;1129.0;17800
Pons;1251.0;17800
Bougneau;1268.0;17800
Vervant;781.0;16330
Vervant;781.0;17400
Vervant;847.0;16330
Vervant;847.0;17400
Taillant;998.0;17350
Annepont;1167.0;17350
Chermignac;1487.0;17460
Echebrune;1158.0;17800
Aumagne;952.0;17770
Les gonds;1416.0;17100
Ecurat;866.0;17810
Migron;1102.0;17770
Burie;1064.0;17770
Courcerac;1074.0;17160
Prignac;891.0;17160
Le mung;1016.0;17350
Pessines;1369.0;17810
Grandjean;1945.0;17350
Rioux;1278.0;17460
Luchat;1166.0;17600
Cravans;1115.0;17260
Nancras;1230.0;17600
Ecoyeux;1153.0;17770
Chateaubernard;1285.0;16100
Matha;1101.0;17160
Champdolent;1226.0;17430
Romegoux;1073.0;17250
Pisany;1277.0;17600
Javrezac;989.0;16100
Thors;1052.0;10200
Thors;1052.0;17160
Doye;970.0;39250
Supt;727.0;39300
Les nouillers;923.0;17380
Cherac;1074.0;17610
Varaize;1255.0;17400
Soulignonne;1323.0;17250
Taillebourg;1389.0;47200
Taillebourg;1389.0;17350
Taillebourg;720.0;47200
Taillebourg;720.0;17350
Le douhet;1065.0;17100
Breville;1008.0;16370
Beurlay;1137.0;17250
Brizambourg;1211.0;17770
Fontenet;659.0;17400
Saintes;1509.0;17100
Sablonceaux;600.0;17600
Besain;1017.0;39800
Cozes;1649.0;17120
Guernes;2118.0;78520
Arces;1350.0;17120
Epargnes;1262.0;17120
Mieges;898.0;39250
Verges;1426.0;39570
Morbier;1987.0;39400
Mignovillard;1256.0;39250
Gellin;1793.0;25240
Mouthe;2052.0;25240
Courvieres;1518.0;25560
Saffloz;1486.0;39130
Champagnole;1409.0;39300
La chatelaine;1359.0;39600
Le vaudioux;1434.0;39300
Montrond;1609.0;5700
Montrond;1609.0;39300
Pupillin;1038.0;39600
Songeson;610.0;39130
Doucier;1411.0;39130
Buvilly;1143.0;39800
Grozon;1015.0;39800
Le frasnois;999.0;39130
Le fied;1605.0;39800
Picarreau;535.0;39800
Miery;937.0;39800
Chamole;805.0;39800
La marre;890.0;39210
Plasne;621.0;39800
Plasne;621.0;39210
Ney;1485.0;39300
Tourmont;1594.0;39800
Crotenay;1233.0;39300
Le pasquier;1164.0;39300
Chaussenans;637.0;39800
Molain;914.0;2110
Molain;914.0;39800
Sapois;1463.0;88120
Sapois;1463.0;39300
Sapois;751.0;88120
Sapois;751.0;39300
Syam;843.0;39300
Chapois;1219.0;39300
Nozeroy;1018.0;39250
Bouverans;2012.0;25560
Plenise;2216.0;39250
Les chalesmes;1250.0;39150
Sarrageois;1976.0;25240
Les pontets;1327.0;25240
Frasne;1697.0;25560
La faviere;961.0;39250
Fraroz;500.0;39250
Faucompierre;534.0;88460
Cuvier;1078.0;39250
Gillois;1114.0;39250
Cerniebaud;1093.0;39250
Chatelblanc;1723.0;25240
Sirod;1143.0;39300
Equevillon;1332.0;39300
Nanchez;1558.0;39200
Nanchez;1558.0;39150
Mesnois;717.0;39130
Bonlieu;1738.0;39130
Patornay;1529.0;39130
Blye;1183.0;39130
Valeyrac;1331.0;33340
Charcier;635.0;39130
Charezier;1471.0;39130
Meussia;1146.0;39260
Coyron;1394.0;39260
Plaisia;1215.0;39270
Ecrille;2182.0;39270
La frasnee;1719.0;39130
Thoiria;655.0;39130
Soucia;1547.0;39130
Hauts de bienne;1181.0;39400
Nogna;1240.0;39570
Verricourt;1287.0;10240
Cogna;1365.0;39130
Vertamboz;775.0;39130
Boissia;1474.0;39130
La chaumusse;730.0;39150
Memenil;597.0;88600
Anould;1050.0;88650
Vimenil;853.0;88600
Bruyeres;877.0;88600
Bussang;1215.0;88540
Ramonchamp;892.0;88160
Ferdrupt;830.0;88360
La voivre;1113.0;70310
La voivre;1113.0;88470
La voivre;1009.0;70310
La voivre;1009.0;88470
Recloses;2096.0;77760
Perenchies;2144.0;59840
Belfahy;1474.0;70290
La bruyere;1243.0;70280
La longine;720.0;70310
La corbiere;963.0;70300
Lepuix;1188.0;90200
Esmoulieres;1828.0;70310
Herpelmont;717.0;88600
Fays;701.0;52130
Fays;701.0;88600
Vervezelle;1244.0;88600
Biffontaine;836.0;88430
Vienville;965.0;88430
Cleurie;782.0;88120
Le thillot;890.0;88160
Le syndicat;1259.0;88120
Eloyes;1029.0;88510
Cornimont;1114.0;88310
Mandray;922.0;88650
Le roulier;2049.0;88460
Xamontarupt;651.0;88460
Vecoux;985.0;88200
Liezey;985.0;88400
Docelles;965.0;88460
Vagney;1265.0;88120
Les fessey;1236.0;70310
Breuchotte;1113.0;70280
Ouvans;1676.0;25530
Fimenil;834.0;88600
Le menil;1232.0;88160
Beaumenil;999.0;88600
La rosiere;1229.0;70310
Montchanin;1190.0;71210
Jussarupt;975.0;88640
Corcieux;1092.0;88430
Le tholy;1388.0;88530
Remiremont;1128.0;88200
Deycimont;765.0;88600
Les poulieres;760.0;88600
Rehaupal;843.0;88640
Thiefosse;1001.0;88290
Gerbamont;851.0;88120
Champdray;1751.0;88640
La forge;1162.0;88530
La bresse;1651.0;88250
Royer;724.0;71700
Ventron;1550.0;88310
Gerardmer;1953.0;88400
Chenimenil;1135.0;88460
Tendon;1386.0;88460
Limoise;896.0;3320
Treffrin;1006.0;22340
Gerbepal;1042.0;88430
Rochesson;1259.0;88120
Coadout;1000.0;22970
Bourbriac;903.0;22390
Lohuec;772.0;22160
Plougonver;840.0;22810
Bolazec;726.0;29640
Scrignac;894.0;29640
Plelauff;682.0;22570
Plouguernevel;901.0;22110
Landeleau;791.0;29530
Graces;965.0;22200
Mousteru;1066.0;22200
Treglamus;847.0;22540
Callac;781.0;22160
Treogan;1799.0;22340
Calanhel;709.0;22160
Plusquellec;880.0;22160
Berrien;992.0;29690
Gouarec;884.0;22570
Gurunhuel;1391.0;22390
Guerlesquin;992.0;29650
Botsorhel;980.0;29650
Lanneanou;624.0;29640
Rostrenen;931.0;22110
Spezet;912.0;29540
Glomel;941.0;22110
Paule;792.0;22340
Le moustoir;1332.0;22340
Plevin;834.0;22340
Motreff;889.0;29270
Mellionnec;690.0;22110
Guingamp;1168.0;22200
Kerpert;784.0;22480
Kerien;842.0;22480
Duault;1028.0;22160
Huelgoat;1013.0;29690
Carnoet;647.0;22160
Poullaouen;794.0;29246
Poullaouen;794.0;29690
La machine;924.0;58260
Lanrivain;716.0;22480
Tremargat;560.0;22110
Trebrivan;831.0;22340
Estivals;2298.0;19600
Plounevezel;1094.0;29270
Locarn;767.0;22340
Kergloff;823.0;29270
Plouye;1069.0;29690
Collorec;1018.0;29530
Dinsac;954.0;87210
La bazeuge;1019.0;87210
Tersannes;1697.0;87360
Lauriere;851.0;87370
Folles;841.0;87250
Sagnat;603.0;23800
Droux;890.0;87190
Grolejac;1954.0;24250
Colondannes;669.0;23800
Noth;1669.0;23300
Villefavard;955.0;87190
Fromental;994.0;87250
Chateauponsac;918.0;87290
Neuvy;1241.0;41250
Neuvy;1241.0;3000
Neuvy;1241.0;51310
Neuvy;939.0;41250
Neuvy;939.0;3000
Neuvy;939.0;51310
Cromac;774.0;87160
Lafat;707.0;23800
Rancon;835.0;87290
La souterraine;956.0;23300
Jouac;768.0;87890
Azerables;730.0;23160
Crozant;911.0;23160
Bazelat;1630.0;23160
Mouhet;845.0;36170
Chaillac;860.0;36310
Balledent;884.0;87290
Chamborand;866.0;23240
Beard;982.0;58160
Thianges;561.0;58260
Verneuil;585.0;16310
Verneuil;585.0;58300
Verneuil;585.0;18210
Verneuil;585.0;51700
Champvert;851.0;58300
Yzeure;1234.0;3400
Avermes;1399.0;3000
Chevagnes;1093.0;3230
Lans;1750.0;71380
Devay;1032.0;58300
Charrin;796.0;58300
Tresnay;1778.0;58240
Aurouer;775.0;3460
Bran;724.0;17210
Gennetines;1265.0;3400
Cossaye;995.0;58300
Le veurdre;720.0;3320
Neure;754.0;3320
Agonges;728.0;3210
Trevol;1189.0;3460
Couzon;917.0;3160
Coulandon;971.0;3000
Franchesse;1154.0;3160
Langeron;1058.0;58240
Livry;812.0;58240
Lanzac;880.0;46200
Dornes;983.0;58390
Decize;930.0;58300
Germagny;678.0;71460
Lusigny;1202.0;3230
Chezy;820.0;3230
Montilly;931.0;3000
Alvignac;901.0;46500
Vayrac;1219.0;46110
Burnand;1667.0;71460
Mayrac;1084.0;46200
Simeyrols;1867.0;24370
Nabirat;1951.0;24250
Fajoles;1284.0;46300
Veyrignac;1378.0;24370
Albignac;848.0;19190
Mansac;979.0;19520
Archignac;1500.0;24590
Carlux;1088.0;24370
Ligneyrac;1384.0;19500
Paulin;1504.0;24590
Marin;2810.0;74200
Lanteuil;600.0;19190
Meyronne;1923.0;46200
Larche;1210.0;19600
Beaumettes;2969.0;84220
Reilhanette;3675.0;26570
La feuillade;1121.0;24120
Cosnac;1073.0;19360
Cavagnac;1038.0;46110
Aubas;760.0;24290
Baladou;802.0;46600
Proissans;1445.0;24200
Archiac;931.0;17520
Montvalent;1874.0;46600
Strenquels;1446.0;46110
Cuzance;1084.0;46600
Martel;1594.0;46600
Les farges;1047.0;24290
Pinsac;1512.0;46200
Nespouls;1036.0;19600
Payrac;1117.0;46350
Chasteaux;1288.0;19600
Rouffilhac;1330.0;46300
Borreze;972.0;24590
Meyssac;1067.0;19500
Jayac;1135.0;24590
La cassagne;1824.0;24120
Masclat;1252.0;46350
Domme;1844.0;24250
Rocamadour;1628.0;46500
Leobard;1120.0;46300
Milhac;707.0;46300
Ginouillac;1171.0;46300
Payrignac;1300.0;46300
Cublac;1123.0;19520
Daglan;1382.0;24250
La dornac;879.0;24120
Sallaumines;1329.0;62430
Turenne;1468.0;19500
Hardifort;1140.0;59670
Souillac;1024.0;46200
Reilhaguet;986.0;46350
Sergeac;1162.0;24290
Nadaillac;1033.0;24590
Dampniat;1227.0;19360
La bachellerie;1009.0;24210
Thonac;1542.0;24290
Valojoulx;2240.0;24290
Lanans;623.0;25360
Meyrals;1879.0;24220
Marquay;1827.0;62127
Marquay;1827.0;24620
Fanlac;1596.0;24290
Tamnies;1196.0;24620
Arthenac;2387.0;17520
Landry;3895.0;73210
Bouzic;1770.0;24250
Vanzac;1210.0;17500
Sousmoulins;989.0;17130
Mosnac;918.0;17240
Mosnac;959.0;17240
Rouffignac;732.0;17130
Guitinieres;1069.0;17500
Pouillac;689.0;17210
Clion;1161.0;36700
Clion;1161.0;17240
Clion;880.0;36700
Clion;880.0;17240
Neulles;636.0;17500
Montendre;1032.0;17130
Neuillac;818.0;17520
Chartuzac;1045.0;17130
Guimps;2765.0;16300
Bois;835.0;17240
Mirambeau;1017.0;31230
Mirambeau;1017.0;17150
Courpignac;1382.0;17130
Clam;1187.0;17500
Lachaise;767.0;16300
Etauliers;1156.0;33820
Corignac;1125.0;17130
Chepniers;901.0;17210
Mazion;877.0;33390
Pauillac;1348.0;33250
Cartelegue;1436.0;33390
Mortiers;590.0;2270
Mortiers;590.0;17500
Mortiers;2812.0;2270
Mortiers;2812.0;17500
Berson;1332.0;33390
Campugnan;915.0;33390
Lederzeele;1793.0;59143
Semoussac;1019.0;17150
Reaux sur trefle;586.0;17500
Meux;675.0;17500
Villexavier;1094.0;17500
Chatenet;843.0;17210
Chantillac;951.0;16360
Leoville;779.0;17500
Messac;1161.0;17130
Aluze;1087.0;71510
Boisredon;975.0;17150
Ozillac;1575.0;17500
Soubran;1491.0;17150
Jonzac;1561.0;17500
Vibrac;504.0;16120
Vibrac;504.0;17130
Vibrac;1334.0;16120
Vibrac;1334.0;17130
Chamouillac;1066.0;17130
Soumeras;1136.0;17130
Cars;1253.0;33390
Anglade;1126.0;33390
Eyrans;952.0;33390
Donnezac;1218.0;33860
Orignolles;822.0;17210
Saugon;1335.0;33920
Begadan;1417.0;33340
Bedenac;741.0;17210
Lorignac;1007.0;17240
Blaye;1165.0;33390
Vertheuil;1127.0;33180
Couqueques;648.0;33340
Ordonnac;1057.0;33340
Merindol;2421.0;84360
Lourmarin;4155.0;84160
Menerbes;2782.0;84560
Modene;1943.0;84330
Aubignan;2126.0;84810
Bonnieux;2653.0;84480
Gordes;3287.0;84220
Mazan;2004.0;84380
Sault;1833.0;84390
Methamis;3369.0;84570
Lafare;3037.0;84190
Savoillan;577.0;84390
Monieux;1959.0;84390
Sivergues;4299.0;84400
Puget;2486.0;84360
Vaugines;2597.0;84160
Aurel;1152.0;84390
Aurel;1152.0;26340
Caromb;1858.0;84330
Gigondas;1160.0;84190
Sablet;2055.0;84110
Malaucene;1804.0;84340
Robion;2691.0;84440
Brantes;812.0;84390
Velleron;2420.0;84740
Le beaucet;2384.0;84210
Puyvert;2267.0;84160
Oppede;4006.0;84580
Blauvac;2108.0;84570
Venasque;3215.0;84210
Cavaillon;1838.0;84300
Taillades;2244.0;84300
Lauris;2426.0;84360
Le barroux;1678.0;84330
Orgon;2256.0;13660
Saignon;2878.0;84400
Carpentras;1893.0;84200
Bedoin;2282.0;84410
Le thor;2319.0;84250
Joucas;2948.0;84220
Goult;3891.0;84220
Cucuron;3452.0;84160
Flassan;1571.0;84410
Lioux;2474.0;84220
Lagnes;2867.0;84800
Mormoiron;2095.0;84570
Auribeau;1033.0;84400
Murs;2411.0;84220
Murs;2411.0;36700
Murs;875.0;84220
Murs;875.0;36700
Apt;1858.0;84400
Vacqueyras;2154.0;84190
Cabannes;2588.0;13440
Violes;1975.0;84150
Sarrians;2075.0;84260
Monteux;2097.0;84170
Vedene;2387.0;84270
Molleges;2496.0;13940
Verquieres;3102.0;13670
Noves;2648.0;13550
Jonquerettes;2875.0;84450
Eygalieres;3509.0;13810
Commerveil;864.0;72600
Pizieux;566.0;72600
Barville;785.0;61170
Barville;785.0;27230
Barville;785.0;88300
Brullemail;1101.0;61390
Les aulneaux;636.0;72600
Montchevrel;736.0;61170
Rohaire;1158.0;28340
Lamblore;1838.0;28340
Longny les villages;978.0;61290
Bure;575.0;55290
Bure;575.0;61170
Bures;1031.0;54370
Bures;1031.0;61170
Le plantis;977.0;61170
Vaunoise;1098.0;61130
Auguaise;628.0;61270
Chennebrun;813.0;27820
Belleme;1056.0;61130
Corbon;1119.0;61400
La ventrouze;539.0;61190
Les genettes;1800.0;61270
Sablons sur huisne;1030.0;61110
Pommera;1354.0;62760
Courgeout;967.0;61560
Vidai;1000.0;61360
Chay;1080.0;25440
Les ressuintes;879.0;28340
La mesniere;947.0;61560
Planches;1006.0;61370
Pervencheres;1520.0;61360
Marollette;1401.0;72600
Le mage;1407.0;61290
Vicheres;709.0;28480
Les menus;1175.0;61290
Tourouvre au perche;1083.0;61190
Contilly;770.0;72600
Montgaudry;1188.0;61360
Bizou;1814.0;61290
Chemilli;1781.0;61360
Loisail;1611.0;61400
Bonsmoulins;666.0;61380
Reveillon;1355.0;51310
Reveillon;1355.0;61400
Feings;723.0;61400
Bonnefoi;1628.0;61270
Maheru;674.0;61380
Les aspres;834.0;61270
Courtomer;959.0;61390
Courtomer;959.0;77390
